Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX8071513900K,Intel,Core i9-13900K,1,130,2,https://cpu.userbenchmark.com/Intel-Core-i9-13900K/Rating/4129
CPU,BX8071512900KS,Intel,Core i9-12900KS,2,120,2504,https://cpu.userbenchmark.com/SpeedTest/1821519/12th-Gen-IntelR-CoreTM-i9-12900KS
CPU,BX8071513600K,Intel,Core i5-13600K,3,120,1,https://cpu.userbenchmark.com/Intel-Core-i5-13600K/Rating/4134
CPU,BX8071512900KF,Intel,Core i9-12900KF,4,117,10234,https://cpu.userbenchmark.com/SpeedTest/1685583/12th-Gen-IntelR-CoreTM-i9-12900KF
CPU,BX8071512900K,Intel,Core i9-12900K,5,117,40219,https://cpu.userbenchmark.com/Intel-Core-i9-12900K/Rating/4118
CPU,100-100000514WOF,AMD,Ryzen 9 7950X,6,115,93,https://cpu.userbenchmark.com/AMD-Ryzen-9-7950X/Rating/4133
CPU,BX8071512900F,Intel,Core i9-12900F,7,115,630,https://cpu.userbenchmark.com/SpeedTest/1757838/12th-Gen-IntelR-CoreTM-i9-12900F
CPU,BX8071512700KF,Intel,Core i7-12700KF,8,114,22074,https://cpu.userbenchmark.com/SpeedTest/1699429/12th-Gen-IntelR-CoreTM-i7-12700KF
CPU,BX8071512700K,Intel,Core i7-12700K,9,114,49335,https://cpu.userbenchmark.com/Intel-Core-i7-12700K/Rating/4119
CPU,100-100000589WOF,AMD,Ryzen 9 7900X,10,114,63,https://cpu.userbenchmark.com/AMD-Ryzen-9-7900X/Rating/4132
CPU,BX8071512900,Intel,Core i9-12900,11,114,758,https://cpu.userbenchmark.com/SpeedTest/1668917/12th-Gen-IntelR-CoreTM-i9-12900
CPU,100-100000591WOF,AMD,Ryzen 7 7700X,12,112,90,https://cpu.userbenchmark.com/AMD-Ryzen-7-7700X/Rating/4131
CPU,100-100000593WOF,AMD,Ryzen 5 7600X,13,111,59,https://cpu.userbenchmark.com/AMD-Ryzen-5-7600X/Rating/4130
CPU,BX8071512600K,Intel,Core i5-12600K,14,110,40405,https://cpu.userbenchmark.com/Intel-Core-i5-12600K/Rating/4120
CPU,BX8071512600KF,Intel,Core i5-12600KF,15,110,10637,https://cpu.userbenchmark.com/SpeedTest/1700734/12th-Gen-IntelR-CoreTM-i5-12600KF
CPU,BX8071512700F,Intel,Core i7-12700F,16,109,6669,https://cpu.userbenchmark.com/Intel-Core-i7-12700F/Rating/4124
CPU,BX8071512700,Intel,Core i7-12700,17,109,6786,https://cpu.userbenchmark.com/SpeedTest/1750830/12th-Gen-IntelR-CoreTM-i7-12700
CPU,,Intel,Core i7-12650HX,18,107,1,https://cpu.userbenchmark.com/SpeedTest/1798547/12th-Gen-IntelR-CoreTM-i7-12650HX
CPU,,Intel,Core i9-12900HX,19,106,136,https://cpu.userbenchmark.com/SpeedTest/1832602/12th-Gen-IntelR-CoreTM-i9-12900HX
CPU,,Intel,Core i9-12950HX,20,105,179,https://cpu.userbenchmark.com/SpeedTest/1842274/12th-Gen-IntelR-CoreTM-i9-12950HX
CPU,BX8071512600,Intel,Core i5-12600,21,105,1418,https://cpu.userbenchmark.com/SpeedTest/1751978/12th-Gen-IntelR-CoreTM-i5-12600
CPU,BX8070811900K,Intel,Core i9-11900K,22,104,34999,https://cpu.userbenchmark.com/Intel-Core-i9-11900K/Rating/4110
CPU,BX8070811900KF,Intel,Core i9-11900KF,23,103,6692,https://cpu.userbenchmark.com/SpeedTest/1515781/11th-Gen-IntelR-CoreTM-i9-11900KF---350GHz
CPU,100-100000651WOF,AMD,Ryzen 7 5800X3D,24,103,2613,https://cpu.userbenchmark.com/SpeedTest/1817839/AMD-Ryzen-7-5800X3D-8-Core-Processor
CPU,,Intel,Core i9-12900HK,25,103,615,https://cpu.userbenchmark.com/SpeedTest/1763927/12th-Gen-IntelR-CoreTM-i9-12900HK
CPU,,Intel,Core i9-12900H,26,102,2655,https://cpu.userbenchmark.com/SpeedTest/1757877/12th-Gen-IntelR-CoreTM-i9-12900H
CPU,BX8070811700K,Intel,Core i7-11700K,27,101,58946,https://cpu.userbenchmark.com/Intel-Core-i7-11700K/Rating/4107
CPU,BX8070811900,Intel,Core i9-11900,28,101,2672,https://cpu.userbenchmark.com/SpeedTest/1515871/11th-Gen-IntelR-CoreTM-i9-11900---250GHz
CPU,BX8071512500,Intel,Core i5-12500,29,101,1755,https://cpu.userbenchmark.com/Intel-Core-i5-12500/Rating/4123
CPU,,Intel,Core i7-12800H,30,101,284,https://cpu.userbenchmark.com/SpeedTest/1760724/12th-Gen-IntelR-CoreTM-i7-12800H
CPU,BX8070811700KF,Intel,Core i7-11700KF,31,101,14794,https://cpu.userbenchmark.com/SpeedTest/1514594/11th-Gen-IntelR-CoreTM-i7-11700KF---360GHz
CPU,,Intel,Core i7-12700H,32,100,4872,https://cpu.userbenchmark.com/SpeedTest/1750314/12th-Gen-IntelR-CoreTM-i7-12700H
CPU,BX8070110900K,Intel,Core i9-10900K,33,100,85120,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071
CPU,BX8070110900KF,Intel,Core i9-10900KF,34,100,22815,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz
CPU,,Intel,Core i7-12650H,35,99.9,1063,https://cpu.userbenchmark.com/SpeedTest/1807229/12th-Gen-IntelR-CoreTM-i7-12650H
CPU,BX8070811900F,Intel,Core i9-11900F,36,99.7,3283,https://cpu.userbenchmark.com/SpeedTest/1492552/11th-Gen-IntelR-CoreTM-i9-11900F---250GHz
CPU,100-100000059WOF,AMD,Ryzen 9 5950X,37,99.6,36228,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086
CPU,BX80684I99900KS,Intel,Core i9-9900KS,38,99.2,11873,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz
CPU,BX8070811600,Intel,Core i5-11600,39,99.1,2242,https://cpu.userbenchmark.com/SpeedTest/1543284/11th-Gen-IntelR-CoreTM-i5-11600---280GHz
CPU,BX8070110850K,Intel,Core i9-10850K,40,99,75356,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR-CoreTM-i9-10850K-CPU---360GHz
CPU,100-100000061WOF,AMD,Ryzen 9 5900X,41,98.8,73521,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087
CPU,BX8070811600K,Intel,Core i5-11600K,42,98.8,31374,https://cpu.userbenchmark.com/Intel-Core-i5-11600K/Rating/4113
CPU,BX8070811600KF,Intel,Core i5-11600KF,43,98.2,7120,https://cpu.userbenchmark.com/SpeedTest/1512279/11th-Gen-IntelR-CoreTM-i5-11600KF---390GHz
CPU,100-100000063WOF,AMD,Ryzen 7 5800X,44,98.2,120499,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085
CPU,BX8071512400F,Intel,Core i5-12400F,45,98.2,14737,https://cpu.userbenchmark.com/Intel-Core-i5-12400F/Rating/4121
CPU,BX8071512400,Intel,Core i5-12400,46,98.1,6674,https://cpu.userbenchmark.com/Intel-Core-i5-12400/Rating/4122
CPU,,AMD,Ryzen 9 5900,47,98.1,223,https://cpu.userbenchmark.com/SpeedTest/1528736/AMD-Ryzen-9-5900-12-Core-Processor
CPU,BX80684I79700KF,Intel,Core i7-9700KF,48,97.9,34358,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz
CPU,BX80684I99900K,Intel,Core i9-9900K,49,97.9,348201,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028
CPU,BX80684I79700K,Intel,Core i7-9700K,50,97.8,518969,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030
CPU,BX80684I99900KF,Intel,Core i9-9900KF,51,97.7,41762,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,BX8070110700KF,Intel,Core i7-10700KF,52,97.4,32574,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz
CPU,,AMD,Ryzen 7 5800,53,97.2,887,https://cpu.userbenchmark.com/SpeedTest/1496609/AMD-Ryzen-7-5800-8-Core-Processor
CPU,,Intel,Core i5-12500H,54,97.1,915,https://cpu.userbenchmark.com/SpeedTest/1793224/12th-Gen-IntelR-CoreTM-i5-12500H
CPU,100-100000926WOF,AMD,Ryzen 7 5700X,55,96.9,2826,https://cpu.userbenchmark.com/SpeedTest/1823386/AMD-Ryzen-7-5700X-8-Core-Processor
CPU,,Intel,Core i9-11980HK,56,96.8,758,https://cpu.userbenchmark.com/SpeedTest/1569162/11th-Gen-IntelR-CoreTM-i9-11980HK---260GHz
CPU,BX8070110700K,Intel,Core i7-10700K,57,96.6,190101,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070
CPU,BX8071512300,Intel,Core i3-12300,58,96.2,22,https://cpu.userbenchmark.com/SpeedTest/1796462/12th-Gen-IntelR-CoreTM-i3-12300
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,59,96,163871,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,BX8070110900F,Intel,Core i9-10900F,60,95.9,7796,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz
CPU,BX8070811700,Intel,Core i7-11700,61,95.8,16656,https://cpu.userbenchmark.com/SpeedTest/1450761/11th-Gen-IntelR-CoreTM-i7-11700---250GHz
CPU,BX8070811500,Intel,Core i5-11500,62,95.8,3529,https://cpu.userbenchmark.com/SpeedTest/1496869/11th-Gen-IntelR-CoreTM-i5-11500---270GHz
CPU,,Intel,Core i9-11950H,63,95.5,749,https://cpu.userbenchmark.com/SpeedTest/1554081/11th-Gen-IntelR-CoreTM-i9-11950H---260GHz
CPU,BX8070811700F,Intel,Core i7-11700F,64,95.3,21423,https://cpu.userbenchmark.com/SpeedTest/1522100/11th-Gen-IntelR-CoreTM-i7-11700F---250GHz
CPU,,Intel,Core i9-10900,65,95.1,12057,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz
CPU,BX80684I59600K,Intel,Core i5-9600K,66,94.7,307434,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031
CPU,BX80684I59600KF,Intel,Core i5-9600KF,67,94.3,68270,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz
CPU,BX8070811400F,Intel,Core i5-11400F,68,94.2,25529,https://cpu.userbenchmark.com/Intel-Core-i5-11400F/Rating/4111
CPU,BX8070811400,Intel,Core i5-11400,69,94.2,20714,https://cpu.userbenchmark.com/Intel-Core-i5-11400/Rating/4112
CPU,BX8071512100,Intel,Core i3-12100,70,94.1,1402,https://cpu.userbenchmark.com/Intel-Core-i3-12100/Rating/4126
CPU,BX80684I79700F,Intel,Core i7-9700F,71,93.9,53822,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz
CPU,BX8070110700,Intel,Core i7-10700,72,93.8,63626,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077
CPU,BX80684I79700,Intel,Core i7-9700,73,93.7,76059,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz
CPU,BX8070110600K,Intel,Core i5-10600K,74,93.7,63745,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072
CPU,BX8070110600KF,Intel,Core i5-10600KF,75,93.5,20047,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz
CPU,,Intel,Core i9-11900H,76,93.3,2030,https://cpu.userbenchmark.com/SpeedTest/1539880/11th-Gen-IntelR-CoreTM-i9-11900H---250GHz
CPU,BX8070110700F,Intel,Core i7-10700F,77,93.2,42933,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz
CPU,BX80684I59600,Intel,Core i5-9600,78,93,816,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz
CPU,,Intel,Core i5-12600H,79,92.8,14,https://cpu.userbenchmark.com/SpeedTest/1847567/12th-Gen-IntelR-CoreTM-i5-12600H
CPU,BX8071512100F,Intel,Core i3-12100F,80,92.7,3689,https://cpu.userbenchmark.com/Intel-Core-i3-12100F/Rating/4125
CPU,100-100000927BOX,AMD,Ryzen 5 5600,81,92.3,3740,https://cpu.userbenchmark.com/SpeedTest/1822932/AMD-Ryzen-5-5600-6-Core-Processor
CPU,BX80684I78086K,Intel,Core i7-8086K,82,92.2,41803,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz
CPU,,Intel,Core i7-11850H,83,92,1977,https://cpu.userbenchmark.com/SpeedTest/1557007/11th-Gen-IntelR-CoreTM-i7-11850H---250GHz
CPU,BX80684I58600K,Intel,Core i5-8600K,84,91.9,242562,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941
CPU,BX80684I99900,Intel,Core i9-9900,85,91.9,11482,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,BX8070110600,Intel,Core i5-10600,86,91.4,7573,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069
CPU,,AMD,Ryzen 7 4700G,87,91.2,1365,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD-Ryzen-7-4700G-8-Core-Processor
CPU,BX80684I78700K,Intel,Core i7-8700K,88,90.3,722077,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,89,90.3,52414,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,100-100000263BOX,AMD,Ryzen 7 5700G,90,90.3,9466,https://cpu.userbenchmark.com/SpeedTest/1552677/AMD-Ryzen-7-5700G-with-Radeon-Graphics
CPU,,Intel,Core i3-10320,91,90.2,581,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz
CPU,BX8070110500,Intel,Core i5-10500,92,90.1,9769,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078
CPU,BX80684I59500,Intel,Core i5-9500,93,90,9692,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz
CPU,BX80684I58600,Intel,Core i5-8600,94,89.8,16896,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz
CPU,BX80684I39350KF,Intel,Core i3-9350KF,95,89.6,1429,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055
CPU,,Intel,Core i7-11800H,96,89.2,36687,https://cpu.userbenchmark.com/SpeedTest/1542191/11th-Gen-IntelR-CoreTM-i7-11800H---230GHz
CPU,100-100000252BOX,AMD,Ryzen 5 5600G,97,88.9,21481,https://cpu.userbenchmark.com/SpeedTest/1553183/AMD-Ryzen-5-5600G-with-Radeon-Graphics
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,98,88.5,12435,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,99,87.8,9108,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,100,87.7,186851,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,BX80684I58500,Intel,Core i5-8500,101,87.7,43875,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR-CoreTM-i5-8500-CPU---300GHz
CPU,BX80684I78700,Intel,Core i7-8700,102,87.6,354187,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940
CPU,BX80671I76950X,Intel,Core i7-6950X,103,87.6,5108,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604
CPU,BX80677I77740X,Intel,Core i7-7740X,104,87.6,4860,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz
CPU,BX8070110300,Intel,Core i3-10300,105,87.5,377,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,106,87.5,6270,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,BX80684I59400,Intel,Core i5-9400,107,87.3,27998,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz
CPU,,Intel,Core i9-10980HK,108,87.3,7968,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz
CPU,BX8069510920X,Intel,Core i9-10920X,109,87,2828,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,,Intel,Core i7-10700T,110,86.8,1497,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,111,86.7,107895,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,BX80673I99920X,Intel,Core i9-9920X,112,86.5,972,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,100-1000000158,AMD,Ryzen 5 3500X,113,86.5,51405,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052
CPU,BX8070110400,Intel,Core i5-10400,114,86.4,80231,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,115,86.4,5297,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,BX80671I76900K,Intel,Core i7-6900K,116,86.2,7039,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605
CPU,100-000000163,AMD,Ryzen TR 3990X,117,86.2,1172,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor
CPU,BX8070110400F,Intel,Core i5-10400F,118,86.2,143706,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079
CPU,100-100000457BOX,AMD,Ryzen 5 5500,119,86,1569,https://cpu.userbenchmark.com/SpeedTest/1820844/AMD-Ryzen-5-5500
CPU,BX8069510940X,Intel,Core i9-10940X,120,86,1543,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,BX80684I38350K,Intel,Core i3-8350K,121,86,27313,https://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935
CPU,,Intel,Core i9-10900T,122,85.8,155,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR-CoreTM-i9-10900T-CPU---190GHz
CPU,BX80673I99940X,Intel,Core i9-9940X,123,85.7,1770,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,,Intel,Core i5-10600T,124,85.6,103,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR-CoreTM-i5-10600T-CPU---240GHz
CPU,BX80684I59400F,Intel,Core i5-9400F,125,85.6,286515,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051
CPU,BX80677I57640X,Intel,Core i5-7640X,126,85.5,2048,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz
CPU,100-1000000050,AMD,Ryzen 5 3500,127,85.5,26630,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500/Rating/4053
CPU,BX8069510900X,Intel,Core i9-10900X,128,85.4,6322,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,129,85.4,471569,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,BX80684I58400,Intel,Core i5-8400,130,85.3,316376,https://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939
CPU,BX80673I99960X,Intel,Core i9-9960X,131,85.1,805,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,BX80658i75775C,Intel,Core i7-5775C,132,85,2422,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz
CPU,BX80677I77700K,Intel,Core i7-7700K,133,85,608625,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647
CPU,BX8070110105F,Intel,Core i3-10105F,134,84.8,9887,https://cpu.userbenchmark.com/SpeedTest/1482345/IntelR-CoreTM-i3-10105F-CPU---370GHz
CPU,BX8069510980XE,Intel,Core i9-10980XE,135,84.5,4942,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,136,84.5,20218,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,BX80671I76850K,Intel,Core i7-6850K,137,84.2,27767,https://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606
CPU,BX80673I99900X,Intel,Core i9-9900X,138,84.2,3314,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,139,83.9,196576,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,,Intel,Core i7-10870H,140,83.8,23666,https://cpu.userbenchmark.com/SpeedTest/1322918/IntelR-CoreTM-i7-10870H-CPU---220GHz
CPU,,Intel,Core i7-10875H,141,83.8,26317,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR-CoreTM-i7-10875H-CPU---230GHz
CPU,BX80673I79800X,Intel,Core i7-9800X,142,83.6,3950,https://cpu.userbenchmark.com/SpeedTest/651256/IntelR-CoreTM-i7-9800X-CPU---380GHz
CPU,,Intel,Core i9-9980HK,143,83.5,9385,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR-CoreTM-i9-9980HK-CPU---240GHz
CPU,,Intel,Core i5-10500H,144,83.5,10567,https://cpu.userbenchmark.com/SpeedTest/1449890/IntelR-CoreTM-i5-10500H-CPU---250GHz
CPU,BX80673I97960X,Intel,Core i9-7960X,145,83.5,2285,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz
CPU,BX80673I97940X,Intel,Core i9-7940X,146,83.4,4538,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz
CPU,,Intel,Core i9-10885H,147,83.3,5943,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR-CoreTM-i9-10885H-CPU---240GHz
CPU,BX80673I99980X,Intel,Core i9-9980XE,148,83.2,2110,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz
CPU,100-100000159BOX,AMD,Ryzen 3 3300X,149,83,15202,https://cpu.userbenchmark.com/AMD-Ryzen-3-3300X/Rating/4076
CPU,BX80673I97900X,Intel,Core i9-7900X,150,82.9,19695,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936
CPU,BX8070110100,Intel,Core i3-10100,151,82.9,27796,https://cpu.userbenchmark.com/Intel-Core-i3-10100/Rating/4075
CPU,100-100000031BOX,AMD,Ryzen 5 3600,152,82.7,657674,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040
CPU,CM8068403358708,Intel,Core i5-8600T,153,82.7,361,https://cpu.userbenchmark.com/SpeedTest/506080/IntelR-CoreTM-i5-8600T-CPU---230GHz
CPU,BX80684I39100,Intel,Core i3-9100,154,82.7,12112,https://cpu.userbenchmark.com/SpeedTest/806339/IntelR-CoreTM-i3-9100-CPU---360GHz
CPU,BX8070110100F,Intel,Core i3-10100F,155,82.4,35862,https://cpu.userbenchmark.com/Intel-Core-i3-10100F/Rating/4082
CPU,,Intel,Core i7-10850H,156,82.2,5852,https://cpu.userbenchmark.com/SpeedTest/1160496/IntelR-CoreTM-i7-10850H-CPU---270GHz
CPU,BX80673I99820X,Intel,Core i9-9820X,157,82.1,2384,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR-CoreTM-i9-9820X-CPU---330GHz
CPU,,Intel,Core i5-10500T,158,82,1873,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR-CoreTM-i5-10500T-CPU---230GHz
CPU,BX80658i55675C,Intel,Core i5-5675C,159,81.9,942,https://cpu.userbenchmark.com/SpeedTest/31828/IntelR-CoreTM-i5-5675C-CPU---310GHz
CPU,,Intel,Xeon E3-1270 v6,160,81.9,582,https://cpu.userbenchmark.com/SpeedTest/278175/IntelR-XeonR-CPU-E3-1270-v6---380GHz
CPU,BX80673I97920X,Intel,Core i9-7920X,161,81.9,5563,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz
CPU,BX80662I76700K,Intel,Core i7-6700K,162,81.8,543989,https://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502
CPU,BX80677I57600K,Intel,Core i5-7600K,163,81.8,200616,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885
CPU,YD295XA8UGAAF,AMD,Ryzen TR 2950X,164,81.8,10273,https://cpu.userbenchmark.com/SpeedTest/569025/AMD-Ryzen-Threadripper-2950X-16-Core-Processor
CPU,,Intel,Xeon E3-1245 v6,165,81.8,541,https://cpu.userbenchmark.com/SpeedTest/299743/IntelR-XeonR-CPU-E3-1245-v6---370GHz
CPU,BX80671I76800K,Intel,Core i7-6800K,166,81.4,41813,https://cpu.userbenchmark.com/Intel-Core-i7-6800K/Rating/3607
CPU,CM8068403358413,Intel,Core i7-8700T,167,81.3,5621,https://cpu.userbenchmark.com/SpeedTest/480804/IntelR-CoreTM-i7-8700T-CPU---240GHz
CPU,,Intel,Core i7-8809G,168,81.3,3891,https://cpu.userbenchmark.com/SpeedTest/422264/IntelR-CoreTM-i7-8809G-CPU---310GHz
CPU,BX80648I75960X,Intel,Core i7-5960X,169,81.1,15979,https://cpu.userbenchmark.com/Intel-Core-i7-5960X/Rating/2580
CPU,BX80673I77820X,Intel,Core i7-7820X,170,80.9,30989,https://cpu.userbenchmark.com/Intel-Core-i7-7820X/Rating/3928
CPU,BX80684I38300,Intel,Core i3-8300,171,80.8,2204,https://cpu.userbenchmark.com/SpeedTest/484077/IntelR-CoreTM-i3-8300-CPU---370GHz
CPU,YD292XA8AFWOF,AMD,Ryzen TR 2920X,172,80.6,3801,https://cpu.userbenchmark.com/SpeedTest/625966/AMD-Ryzen-Threadripper-2920X-12-Core-Processor
CPU,,AMD,Ryzen 7 4800U,173,80.6,2227,https://cpu.userbenchmark.com/SpeedTest/1005639/AMD-Ryzen-7-4800U-with-Radeon-Graphics
CPU,,Intel,Core i7-5950HQ,174,80.5,170,https://cpu.userbenchmark.com/SpeedTest/29765/IntelR-CoreTM-i7-5950HQ-CPU---290GHz
CPU,,Intel,Core i7-5775R,175,80.5,157,https://cpu.userbenchmark.com/SpeedTest/39919/IntelR-CoreTM-i7-5775R-CPU---330GHz
